ind,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6886,2011/5/21,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,7,12,19
6887,2011/4/6,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13
6888,2012/10/8,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,2,8,10
6889,2012/7/8,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285
6890,2012/7/15,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,34,96,130
6891,2011/10/22,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0,37,120,157
6892,2011/1/20,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
6893,2012/8/4,3,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49
6894,2012/9/26,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14
6895,2011/9/17,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,141,218,359
6896,2011/5/1,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281
6897,2012/9/17,3,1,9,19,0,1,1,2,0.62,0.5909,0.73,0.1045,51,435,486
6898,2012/12/26,1,1,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,11,11
6899,2011/8/17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0,0,5,5
6900,2012/8/31,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5
6901,2012/6/1,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16
6902,2012/6/21,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194
6903,2011/9/20,3,0,9,12,0,2,1,2,0.56,0.5303,0.94,0.1642,13,47,60
6904,2012/5/3,2,1,5,2,0,4,1,2,0.46,0.4545,0.88,0.1343,4,13,17
6905,2011/9/1,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179
6906,2012/3/19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0,0,3,3
6907,2011/2/5,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,2,43,45
6908,2012/11/18,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372
6909,2011/4/7,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20
6910,2011/8/14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6
6911,2011/1/21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
6912,2011/10/12,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120
6913,2011/9/14,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72
6914,2012/3/26,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117
6915,2012/6/5,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272
6916,2012/9/18,3,1,9,0,0,2,1,3,0.6,0.5152,0.94,0.2537,2,11,13
6917,2012/11/18,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407
6918,2011/10/20,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494
6919,2012/7/31,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0,73,154,227
6920,2012/2/4,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0,46,224,270
6921,2012/5/8,2,1,5,19,0,2,1,2,0.64,0.6061,0.69,0.2836,59,399,458
6922,2011/2/2,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1
6923,2011/12/20,4,0,12,0,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21
6924,2011/11/15,4,0,11,10,0,2,1,2,0.56,0.5303,0.64,0.2836,23,115,138
6925,2011/3/17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125
6926,2011/10/19,4,0,10,5,0,3,1,3,0.5,0.4848,1,0.1045,0,3,3
6927,2012/11/11,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0,94,179,273
6928,2012/5/19,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0,276,366,642
6929,2011/3/22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106
6930,2011/4/1,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7
6931,2012/3/28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221
6932,2011/8/10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559
6933,2012/3/27,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220
6934,2011/6/5,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64
6935,2012/4/21,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331
6936,2011/4/26,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,34,119,153
6937,2011/3/4,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97
6938,2012/6/4,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985,77,215,292
6939,2012/5/8,2,1,5,13,0,2,1,3,0.64,0.6061,0.65,0.2537,53,166,219
6940,2011/9/12,3,0,9,6,0,1,1,1,0.56,0.5303,0.83,0,1,108,109
6941,2012/9/27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8
6942,2012/5/11,2,1,5,0,0,5,1,1,0.46,0.4545,0.55,0.1045,17,47,64
6943,2011/10/27,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62
6944,2011/7/31,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,19,48,67
6945,2011/6/6,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189
6946,2011/5/27,2,0,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356
6947,2012/4/26,2,1,4,12,0,4,1,2,0.52,0.5,0.83,0.1343,24,180,204
6948,2011/1/26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
6949,2011/8/7,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5
6950,2012/5/12,2,1,5,7,0,6,0,1,0.42,0.4242,0.71,0.1343,10,57,67
6951,2012/6/12,2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491
6952,2011/2/20,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1
6953,2012/8/23,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329
6954,2012/12/12,4,1,12,17,0,3,1,2,0.32,0.303,0.53,0.2239,21,540,561
6955,2011/5/3,2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,0,2,2
6956,2012/5/3,2,1,5,10,0,4,1,2,0.52,0.5,0.77,0,36,132,168
6957,2011/3/9,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71
6958,2011/8/27,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43
6959,2012/2/29,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70
6960,2012/8/21,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,19,500,519
6961,2012/5/4,2,1,5,16,0,5,1,1,0.76,0.6818,0.48,0.1642,82,358,440
6962,2012/3/8,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
6963,2012/6/17,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614
6964,2011/1/3,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
6965,2011/5/21,2,0,5,18,0,6,0,2,0.7,0.6364,0.45,0.1642,191,253,444
6966,2011/9/14,3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,7,138,145
6967,2012/10/31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424
6968,2012/9/11,3,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,110,767,877
6969,2011/3/14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,42,229,271
6970,2012/3/14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4
6971,2011/8/24,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204
6972,2011/4/12,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226
6973,2012/8/9,3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0,19,137,156
6974,2012/12/22,1,1,12,14,0,6,0,1,0.32,0.2879,0.36,0.4627,20,141,161
6975,2011/3/1,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88
6976,2011/3/30,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80
6977,2011/1/22,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
6978,2012/12/12,4,1,12,10,0,3,1,2,0.3,0.303,0.56,0.1642,20,116,136
6979,2012/4/29,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324,603
6980,2011/3/11,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156
6981,2011/7/12,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19,22
6982,2011/7/22,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13
6983,2011/2/23,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72
6984,2011/12/12,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0,3,42,45
6985,2011/11/12,4,0,11,20,0,6,0,1,0.42,0.4242,0.5,0.2836,31,101,132
6986,2012/5/3,2,1,5,4,0,4,1,2,0.46,0.4545,0.88,0.2537,0,2,2
6987,2011/8/16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346
6988,2012/10/26,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045,142,306,448
6989,2012/8/17,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378
6990,2011/2/13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125
6991,2012/10/28,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,304,402
6992,2011/8/16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600
6993,2012/4/20,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25
6994,2011/9/25,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,51,135,186
6995,2012/1/4,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131
6996,2011/9/29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158
6997,2012/6/9,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555
6998,2011/5/23,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224,57,130,187
6999,2012/5/23,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,31,296,327
7000,2011/8/17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
7001,2011/5/22,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306
7002,2012/3/4,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192
7003,2011/7/15,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,41,126,167
7004,2011/11/16,4,0,11,4,0,3,1,2,0.44,0.4394,1,0.2239,1,3,4
7005,2012/6/15,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377
7006,2011/9/20,3,0,9,18,0,2,1,1,0.6,0.5606,0.83,0.1045,39,453,492
7007,2012/8/25,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14
7008,2011/7/16,3,0,7,5,0,6,0,1,0.58,0.5455,0.78,0.0896,4,6,10
7009,2012/5/28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157
7010,2011/9/29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0,25,150,175
7011,2012/11/4,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87
7012,2011/3/18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113
7013,2012/12/30,1,1,12,12,0,0,0,1,0.28,0.2273,0.36,0.5821,47,97,144
7014,2011/11/1,4,0,11,4,0,2,1,1,0.34,0.3182,0.81,0.2239,1,7,8
7015,2012/11/24,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42
7016,2011/1/1,1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,11,25,36
7017,2012/6/15,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385
7018,2012/7/11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5
7019,2011/1/4,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54
7020,2011/7/14,3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223
7021,2012/7/1,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93
7022,2011/1/25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119
7023,2011/12/17,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,7,73,80
7024,2012/8/8,3,1,8,1,0,3,1,1,0.72,0.697,0.79,0,3,20,23
7025,2012/2/20,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126
7026,2012/11/11,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686
7027,2011/1/15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
7028,2011/8/25,3,0,8,20,0,4,1,1,0.64,0.5909,0.78,0.3582,33,192,225
7029,2011/6/8,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116
7030,2011/1/21,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
7031,2011/3/21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112
7032,2012/7/22,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,515
7033,2012/12/17,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,1,107,108
7034,2011/1/7,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67
7035,2012/5/12,2,1,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,132,279,411
7036,2011/8/16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
7037,2011/8/20,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,115,223,338
7038,2012/12/15,4,1,12,2,0,6,0,1,0.26,0.303,0.81,0,6,63,69
7039,2012/12/29,1,1,12,17,0,6,0,1,0.26,0.2424,0.79,0.1045,18,100,118
7040,2012/4/1,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97
7041,2011/11/6,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,105,209,314
7042,2012/4/1,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360
7043,2011/10/13,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0,0,4,4
7044,2012/10/3,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0,84,833,917
7045,2012/11/5,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142
7046,2011/10/26,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155
7047,2011/3/19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72
7048,2012/3/31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23
7049,2012/4/26,2,1,4,6,0,4,1,2,0.48,0.4697,0.63,0.2537,5,122,127
7050,2012/8/19,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0,138,287,425
7051,2012/3/18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198
7052,2011/7/2,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0,5,21,26
7053,2012/9/17,3,1,9,16,0,1,1,2,0.64,0.6061,0.69,0.2537,74,379,453
7054,2012/7/16,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,48,619,667
7055,2011/2/25,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39
7056,2012/3/23,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0,6,110,116
7057,2012/7/21,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163
7058,2011/7/20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127
7059,2011/8/28,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,7,46,53
7060,2011/9/14,3,0,9,9,0,3,1,1,0.64,0.5909,0.78,0.1642,19,183,202
7061,2011/1/10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3
7062,2011/7/1,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243
7063,2011/5/24,2,0,5,9,0,2,1,2,0.64,0.6061,0.73,0.194,27,111,138
7064,2011/11/10,4,0,11,2,0,4,1,2,0.38,0.3939,0.94,0,0,5,5
7065,2012/6/25,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608
7066,2011/12/22,1,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3
7067,2011/9/8,3,0,9,5,0,4,1,3,0.62,0.5455,0.94,0.0896,1,13,14
7068,2012/6/24,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461
7069,2012/8/21,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,58,120,178
7070,2012/10/17,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0,7,171,178
7071,2011/10/1,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67
7072,2012/3/24,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70
7073,2012/3/5,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375
7074,2011/10/15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377
7075,2012/12/5,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11
7076,2012/12/7,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28
7077,2011/9/12,3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,0,4,4
7078,2012/9/6,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0,2,16,18
7079,2011/5/18,2,0,5,17,0,3,1,1,0.6,0.5909,0.69,0.1343,78,487,565
7080,2012/12/29,1,1,12,12,0,6,0,3,0.2,0.2424,1,0,5,43,48
7081,2011/3/11,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,3,34,37
7082,2012/10/25,4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,0,8,8
7083,2011/6/12,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367
7084,2011/9/18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,21,68,89
7085,2011/5/2,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,68,109,177
7086,2012/10/7,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10
7087,2012/2/19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
7088,2012/12/8,4,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,167,374,541
7089,2011/12/31,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6
7090,2011/1/10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45
7091,2011/2/3,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5
7092,2012/8/28,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480
7093,2012/11/28,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4
7094,2011/10/30,4,0,10,15,0,0,0,1,0.42,0.4242,0.35,0.1642,88,202,290
7095,2012/1/9,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88
7096,2011/9/6,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,1,3,4
7097,2011/1/9,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20
7098,2011/4/23,2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,5,11,16
7099,2012/2/4,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28
7100,2011/8/18,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135
7101,2011/10/14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94
7102,2011/11/6,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170
7103,2012/6/21,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,80,535,615
7104,2011/8/27,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,2,26,28
7105,2011/4/29,2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,74,234,308
7106,2011/7/4,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386
7107,2011/3/7,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1
7108,2012/12/25,1,1,12,23,1,2,0,2,0.28,0.2727,0.65,0.2537,4,26,30
7109,2011/4/8,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13
7110,2012/4/20,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3
7111,2012/8/25,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457
7112,2012/5/13,2,1,5,0,0,0,0,1,0.56,0.5303,0.64,0.1642,19,79,98
7113,2011/6/10,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0,37,176,213
7114,2011/6/24,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,80,247,327
7115,2012/5/10,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,27,603,630
7116,2011/8/30,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0,19,74,93
7117,2012/3/25,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8
7118,2012/9/18,3,1,9,16,0,2,1,3,0.6,0.5455,0.88,0.2985,19,122,141
7119,2012/6/11,2,1,6,6,0,1,1,1,0.62,0.5758,0.83,0.1045,8,136,144
7120,2012/5/20,2,1,5,9,0,0,0,1,0.62,0.6212,0.32,0.2537,129,184,313
7121,2012/9/8,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150
7122,2012/4/6,2,1,4,9,0,5,1,1,0.34,0.303,0.42,0.3284,58,318,376
7123,2011/8/2,3,0,8,2,0,2,1,1,0.68,0.6364,0.69,0,2,6,8
7124,2011/4/26,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164,199
7125,2012/1/5,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4
7126,2012/3/13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734
7127,2012/9/10,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,29,256,285
7128,2011/12/17,4,0,12,9,0,6,0,2,0.26,0.2424,0.56,0.2537,5,95,100
7129,2011/2/25,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114
7130,2012/2/27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528
7131,2012/8/16,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274
7132,2012/9/14,3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0,75,171,246
7133,2012/3/25,2,1,3,5,0,0,0,2,0.4,0.4091,1,0.2537,0,6,6
7134,2011/10/27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52
7135,2011/7/12,3,0,7,8,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417
7136,2011/5/24,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175
7137,2011/11/15,4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642,21,298,319
7138,2011/5/29,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319
7139,2011/12/26,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65
7140,2011/5/13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157
7141,2011/6/3,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6
7142,2012/9/22,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
7143,2011/12/6,4,0,12,12,0,2,1,3,0.46,0.4545,1,0.2239,5,50,55
7144,2012/10/15,4,1,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40
7145,2011/11/10,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117
7146,2011/10/3,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0,1,6,7
7147,2011/10/28,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130
7148,2011/10/12,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101
7149,2011/1/20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
7150,2012/5/6,2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.194,9,19,28
7151,2011/9/13,3,0,9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,43,144,187
7152,2012/5/20,2,1,5,18,0,0,0,1,0.7,0.6515,0.51,0.3284,146,328,474
7153,2011/1/1,1,0,1,8,0,6,0,1,0.24,0.2879,0.75,0,1,7,8
7154,2012/11/26,4,1,11,0,0,1,1,1,0.22,0.2727,0.69,0,4,19,23
7155,2012/1/14,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92
7156,2012/5/30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839
7157,2011/8/30,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465
7158,2011/3/31,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36
7159,2012/7/25,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788
7160,2012/3/14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39
7161,2012/1/11,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256
7162,2012/8/5,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229
7163,2012/8/28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693
7164,2012/2/8,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108
7165,2012/2/18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148
7166,2012/1/3,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170
7167,2011/1/22,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
